UserAgent,Parent,Browser,Version,MajorVersion,MinorVersion,Platform,AuthenticodeUpdate,CSSVersion,Frames,IFrames,Tables,Cookies,BackgroundSounds,VBScript,JavaScript,JavaApplets,ActiveXControls,CDF,AOL,Beta,Win16,Crawler,Stripper,WAP,NetCLR
[Opera/7.01 (Windows XP; ?)*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera 7.02],Opera 7.02,Opera Bork Edition,7.02,7,2,,,2,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 2000) Opera 7.02*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 95) Opera 7.02*],Opera 7.02,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 98) Opera 7.02 Bork-edition*],Opera 7.02,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 98) Opera 7.02*],Opera 7.02,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows ME) Opera 7.02*],Opera 7.02,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 4.0) Opera 7.02*],Opera 7.02,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.0) Opera 7.02 Bork-edition*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.0) Opera 7.02*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.02*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows XP) Opera 7.02*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 2000; ?) Opera 7.02*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 95; ?) Opera 7.02*],Opera 7.02,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 98; ?) Opera 7.02*],Opera 7.02,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows ME; ?) Opera 7.02*],Opera 7.02,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 4.0; ?) Opera 7.02*],Opera 7.02,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 5.0; ?) Opera 7.02*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 5.1; ?) Opera 7.02*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows XP; ?) Opera 7.02*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows 2000; ?)*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows 95; ?)*],Opera 7.02,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows 98; ?)*],Opera 7.02,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows ME; ?)*],Opera 7.02,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows NT 4.0; ?)*],Opera 7.02,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows NT 5.0; ?)*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows NT 5.1; ?)*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 (Windows XP; ?)*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 Bork-edition (Windows 98; ?)*],Opera 7.02,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 Bork-edition (Windows NT 5.0; ?)*],Opera 7.02,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.02 Bork-edition (Windows NT 5.1; ?)*],Opera 7.02,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera 7.03],Opera 7.03,Opera,7.03,7,03,,,2,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/?.* (compatible; MSIE ?.*; Windows 2000) Opera 7.03*],Opera 7.03,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows 95) Opera 7.03*],Opera 7.03,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows 98) Opera 7.03*],Opera 7.03,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows ME) Opera 7.03*],Opera 7.03,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows NT 4.0) Opera 7.03*],Opera 7.03,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows NT 5.0) Opera 7.03*],Opera 7.03,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows NT 5.1) Opera 7.03*],Opera 7.03,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (compatible; MSIE ?.*; Windows XP) Opera 7.03*],Opera 7.03,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows 2000; ?) Opera 7.03*],Opera 7.03,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows 95; ?) Opera 7.03*],Opera 7.03,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows 98; ?) Opera 7.03*],Opera 7.03,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows ME; ?) Opera 7.03*],Opera 7.03,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows NT 4.0; ?) Opera 7.03*],Opera 7.03,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows NT 5.0; ?) Opera 7.03*],Opera 7.03,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows NT 5.1; ?) Opera 7.03*],Opera 7.03,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/?.* (Windows XP; ?) Opera 7.03*],Opera 7.03,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.03 (Windows 2000; ?)*],Opera 7.03,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.03 (Windows 95; ?)*],Opera 7.03,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.03 (Windows 98; ?)*],Opera 7.03,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.03 (Windows ME; ?)*],Opera 7.03,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
